,DISTRICT_N,AVG_Math_2022,AVG_Reading_2022,AVG_Math_2019,AVG_Reading_2019,AVG_Math_2021,AVG_Reading_2021
292,176903,0.848408079,0.906283447,0.869394651,0.907622127,0.841207294,0.92382893
293,3905,0.862452809,0.898029795,0.87059138,0.893949017,0.858491669,0.895210395
294,84901,0.853550269,0.895609755,0.868819712,0.897061394,0.845784203,0.899355514
295,82902,0.822625089,0.86944362,0.836819794,0.877087555,0.79472069,0.863051777
296,144903,0.822577002,0.87602948,0.835576698,0.850527809,0.822654118,0.885484574
297,35901,0.835730484,0.8761491,0.845599796,0.876327378,0.823332264,0.870183661
299,74904,0.868512057,0.91766668,0.889891552,0.920343084,0.872653897,0.926039948
300,108902,0.83539996,0.870450409,0.856578835,0.878657391,0.780011569,0.847286086
302,174911,0.87810782,0.926383094,0.858528013,0.908887014,0.85991358,0.919629357
303,178801,0.828721186,0.904673409,0.825382998,0.888520054,0.788988605,0.88460435
304,101856,0.825268338,0.862176475,0.858855087,0.87651798,0.785600796,0.851712391
305,105904,0.89820147,0.945791237,0.895108785,0.940292662,0.876539786,0.941046572
306,178905,0.86053403,0.922932342,0.893562783,0.935766932,0.857146937,0.921342941
307,72902,0.896648055,0.934098134,0.891602466,0.922581656,0.878897479,0.925285287
308,171901,0.870011495,0.901882874,0.871869462,0.891800207,0.851522816,0.896182467
309,57907,0.83508849,0.878761665,0.853382154,0.887458811,0.806837916,0.872412273
310,220918,0.851010482,0.906826247,0.867851425,0.910414309,0.832833379,0.899115324
311,159901,0.852288655,0.893011581,0.881376147,0.906847602,0.793268336,0.864145681
312,227909,0.926196302,0.966004571,0.929691939,0.973974122,0.897385397,0.966334757
313,25909,0.884581211,0.930011362,0.868918091,0.920094116,0.867506144,0.93234741
314,241902,0.883515765,0.921032683,0.894310414,0.928289927,0.876391374,0.93009747
315,15911,0.810698011,0.869829007,0.696006574,0.873208964,0.674921014,0.869879195
316,36903,0.863180998,0.908214925,0.87616177,0.909571189,0.867420888,0.918465942
317,220811,0.419380401,0.454812225,0.421784718,0.445212665,0.398039772,0.437970339
319,67903,0.859123195,0.904744262,0.880403744,0.916149279,0.857232256,0.908684716
320,68901,0.839932675,0.87991112,0.839763036,0.876253171,0.813648271,0.873437113
321,74905,0.830832122,0.863397586,0.845877275,0.891843958,0.8223292,0.883343958
322,108903,0.823843008,0.872993046,0.847505285,0.878646266,0.777220363,0.845198394
323,48901,0.851526278,0.883927471,0.836837416,0.868799325,0.819043857,0.875015635
324,234903,0.853587909,0.900814057,0.875044284,0.922864536,0.84184822,0.91313058
325,15905,0.673104842,0.855779399,0.688832913,0.862177887,0.648827853,0.851027234
326,108904,0.861212032,0.903221378,0.877640353,0.907155085,0.810234177,0.886837823
327,120901,0.879992736,0.903958665,0.862543466,0.89411921,0.858260288,0.903675873
328,57833,0.829722707,0.884259371,0.861932334,0.901181267,0.823857587,0.887382228
329,123805,0.8577508,0.914401967,0.869995176,0.909847926,0.844045978,0.912695486
330,241903,0.870132556,0.895020827,0.873543995,0.890544873,0.860689881,0.898920378
332,71902,0.854359803,0.905038381,0.871532586,0.906111651,0.820228961,0.895362658
333,71810,0.398591266,0.432357467,0.43520856,0.4465732,0.403903791,0.437345956
334,15836,0.902688925,0.967229414,0.899265112,0.951499934,0.87149563,0.956132124
335,243902,0.843623798,0.87681544,0.856899942,0.897019412,0.839140056,0.897858222
336,11902,0.694147639,0.872066825,0.823545704,0.875290375,0.668499275,0.868437793
337,1903,0.879172426,0.921538699,0.884914618,0.91997975,0.868295757,0.933294776
338,102906,0.879076173,0.924359716,0.880831546,0.917698099,0.867087596,0.930924162
339,70903,0.858042153,0.89975721,0.870653158,0.898739589,0.852589884,0.903203893
340,49906,0.883055882,0.915966617,0.867766547,0.923722776,0.880943918,0.930816555
342,101872,0.547884199,0.58838016,0.140067162,0.147709777,0.406869847,0.440423507
343,174910,0.693982365,0.756939748,0.81082073,0.868378694,0.673677723,0.749077823
344,30906,0.866903126,0.922156054,0.871609677,0.913456725,0.84817859,0.919207115
345,107905,0.867030452,0.915171297,0.872904356,0.913800326,0.8420161,0.914540175
346,121906,0.863682718,0.903426371,0.858647528,0.903124542,0.820351361,0.87830341
347,50901,0.81878426,0.876566401,0.841590242,0.868830715,0.809945078,0.879407439
348,220904,0.836767155,0.883664224,0.849642302,0.886021788,0.808940631,0.883227049
350,101811,0.233204223,0.252972462,0.383763274,0.398707357,0.251129322,0.278629516
351,108809,0.837964943,0.880538723,0.85523928,0.88660684,0.804427838,0.877178216
352,210906,0.819702766,0.885929905,0.853373088,0.893538323,0.673990174,0.74396624
353,143906,0.914333204,0.927901084,0.754343236,0.768813295,0.742782448,0.78382144
354,71903,0.846501419,0.874244976,0.878969117,0.894666661,0.798319961,0.861349442
355,81902,0.852907806,0.901761758,0.858385271,0.902562839,0.83224056,0.900517012
356,128904,0.933808547,0.951168409,0.931517105,0.95046229,0.924509437,0.955011973
357,60914,0.8199302,0.857529095,0.836218302,0.871963355,0.78945024,0.853503002
358,43904,0.852456038,0.92333091,0.874782322,0.917707453,0.844596577,0.916074646
359,185902,0.912895885,0.939652186,0.891816307,0.90878646,0.895602747,0.935608349
360,75906,0.882827588,0.928823343,0.880961662,0.927890376,0.846406963,0.92346432
361,70905,0.719588002,0.893260821,0.846304151,0.885689709,0.705072486,0.883876746
362,75901,0.915176946,0.932651575,0.899419274,0.920866821,0.900752056,0.944831203
363,246902,0.843320037,0.889676773,0.855688589,0.88808126,0.836486217,0.89427534
364,247901,0.847787518,0.900707074,0.86565799,0.897191974,0.830538516,0.887108029
365,178914,0.88260003,0.926574781,0.880994316,0.919343338,0.858443219,0.919963307
366,77901,0.857227804,0.890962122,0.866055661,0.864293879,0.860802911,0.883048511
367,148902,0.842446818,0.883016356,0.888913842,0.91091066,0.846889268,0.907117964
368,169910,0.854346728,0.924679772,0.836124114,0.900100807,0.858526422,0.921625694
369,129902,0.854460967,0.906136224,0.892175967,0.923716588,0.846717628,0.908682588
370,114904,0.871521215,0.920671646,0.868618854,0.916885904,0.850563206,0.914496698
371,79907,0.876514419,0.926822917,0.895194315,0.929304895,0.852670168,0.925637816
372,242906,0.8908717,0.904880491,0.877436837,0.930099313,0.879318401,0.925711632
373,186902,0.843994647,0.881209498,0.839944339,0.879555276,0.815859923,0.873469595
374,220809,0.884737108,0.951832724,0.887925416,0.964558797,0.860719802,0.954918712
375,220905,0.825842971,0.876626111,0.838564531,0.881995188,0.800343461,0.875856722
376,198903,0.91217218,0.946168155,0.913129907,0.935911423,0.903170866,0.943211385
377,1904,0.882437073,0.916959645,0.875969981,0.908203835,0.876032193,0.899712775
378,86901,0.862087635,0.901808445,0.874074743,0.911675817,0.857733615,0.916985521
379,66903,0.848123078,0.891190394,0.847413908,0.882556274,0.83458561,0.885167747
380,152907,0.876565739,0.92799301,0.882193541,0.920372118,0.86361288,0.92906343
381,84911,0.912558309,0.95308207,0.918832929,0.95276144,0.891443152,0.95083475
382,185903,0.832832345,0.884142255,0.870374761,0.892230656,0.82582715,0.891125214
383,43905,0.912294444,0.955608817,0.925472378,0.956216597,0.892561425,0.952028032
384,175905,0.854091482,0.892863096,0.85599668,0.899476872,0.843088439,0.909419859
385,234909,0.843800766,0.899627469,0.845370703,0.883624602,0.814273583,0.880839065
386,122901,0.835135856,0.888816343,0.829687148,0.881126644,0.815689206,0.886232099
387,115901,0.840953749,0.891738303,0.845319278,0.889385235,0.7936763,0.874851467
388,15914,0.869475613,0.929096853,0.883420059,0.932899816,0.847846175,0.923800838
389,49901,0.837400239,0.870946181,0.858837995,0.876251053,0.829981471,0.879602831
390,101910,0.858969969,0.897963081,0.868904627,0.895375338,0.829113412,0.888612039
391,84902,0.843196386,0.891706327,0.869613223,0.903942953,0.832903821,0.894821513
392,120902,0.871261052,0.919386165,0.859799898,0.912489189,0.853485352,0.90210956
393,57909,0.853353179,0.904568062,0.871258848,0.910124406,0.821142636,0.896201698
394,184911,0.845653793,0.882660185,0.866500378,0.915584619,0.81778231,0.886802754
395,174903,0.863216921,0.919371005,0.873593789,0.903630886,0.860580358,0.924485302
396,183904,0.856770586,0.905238154,0.879943265,0.91106091,0.843319662,0.915689758
397,50902,0.861478055,0.904968012,0.852744014,0.897849555,0.849513053,0.909137493
398,57831,0.823293959,0.882962166,0.848883554,0.88591602,0.811259003,0.87724421
399,166902,0.875630948,0.931504962,0.881823398,0.92059312,0.851798424,0.919133777
400,15802,0.812585876,0.858888446,0.862345035,0.884575677,0.806490815,0.873090155
401,101804,0.393746835,0.42862552,0.409906545,0.431517882,0.394805511,0.432035769
402,149901,0.895376475,0.93574273,0.897121178,0.928062581,0.881087481,0.939962368
403,246904,0.842222006,0.896648554,0.841674307,0.894018275,0.828623652,0.897520786
404,161925,0.839576766,0.888269796,0.870880721,0.900893756,0.849041,0.89245672
405,144901,0.859212861,0.90364012,0.862397709,0.893147442,0.844389693,0.90579359
406,230902,0.86933041,0.904282923,0.872233902,0.890313754,0.848840184,0.889877265
407,92901,0.842927721,0.885267994,0.852291026,0.884593995,0.82031162,0.887303899
408,87901,0.920075033,0.952509986,0.92369938,0.946437789,0.918183591,0.952363733
409,213901,0.869996653,0.932379242,0.884334133,0.933302403,0.864840005,0.93433731
410,126911,0.854294367,0.893378992,0.849167321,0.887183127,0.845578973,0.901394166
411,169906,0.697355304,0.757544772,0.830120411,0.883938847,0.829170889,0.889240205
412,57835,0.8568306,0.90065018,0.88677017,0.90512057,0.849268566,0.902404875
413,167901,0.91150407,0.94236437,0.903326653,0.9355522,0.897570373,0.946950294
414,88902,0.849387514,0.899952072,0.866072334,0.896510198,0.840173776,0.902950556
415,89901,0.842951779,0.88276411,0.8495662,0.88470516,0.834843154,0.88889805
416,187903,0.828272227,0.87969811,0.871316555,0.872843368,0.840907518,0.892476471
417,246802,0.834787342,0.896413578,0.710478957,0.75101205,0.794791751,0.877778329
418,101911,0.855740599,0.893608083,0.867126618,0.893524718,0.840331409,0.88947203
419,182901,0.844741763,0.902113011,0.896036606,0.914026067,0.835046435,0.902735006
420,67904,0.857856859,0.90548799,0.846544075,0.881739218,0.837181533,0.895793375
421,156905,0.895462784,0.957337945,0.898963969,0.946637475,0.887365333,0.964653903
422,182902,0.841248086,0.883058137,0.843353768,0.881571656,0.844265419,0.895906405
423,252901,0.86871001,0.900285955,0.848578699,0.892775283,0.862294986,0.905457023
424,111901,0.876069439,0.917720585,0.865817735,0.893461438,0.862876157,0.914000776
425,57910,0.84999745,0.897006757,0.87052844,0.901516646,0.824539656,0.888019196
426,234904,0.855008297,0.888486188,0.855521879,0.887429284,0.83557685,0.885016926
427,238904,0.797328569,0.846457412,0.813041985,0.859737241,0.808642011,0.869040765
428,126904,0.891887611,0.92128276,0.901132118,0.927967375,0.887046849,0.936236202
429,90905,0.435599899,0.467986053,0.575911856,0.599777741,0.422867486,0.452431771
430,246905,0.837877317,0.890023971,0.853115641,0.896511506,0.82575951,0.881615152
431,226907,0.843570239,0.885590897,0.848161748,0.867903268,0.823515175,0.872391229
432,113902,0.857744384,0.895111176,0.8477399,0.885321367,0.830647106,0.893585877
433,220906,0.892050656,0.94409583,0.899467192,0.942886798,0.863829533,0.935337067
434,15835,0.868462386,0.931568497,0.906236511,0.94176241,0.858510014,0.937237852
435,116905,0.827335924,0.872299073,0.83728188,0.873474436,0.804963014,0.861694604
436,165902,0.864901886,0.909045714,0.85368824,0.901574343,0.85119246,0.907892407
437,205902,0.86846486,0.911212115,0.889385501,0.915239329,0.855756733,0.905364832
438,147902,0.853776448,0.894348353,0.85373725,0.895666363,0.821501051,0.880168657
439,33901,0.897693984,0.939146468,0.895644776,0.918393698,0.751650957,0.788941013
440,228901,0.873004403,0.918437988,0.866863603,0.9052019,0.848375049,0.909228955
441,98901,0.935680015,0.936853239,0.927957451,0.930549909,0.924948454,0.944978946
442,91917,0.879609339,0.93262079,0.87865555,0.9266362,0.861903377,0.934249482
443,47903,0.863966447,0.889070626,0.86845474,0.880698414,0.856523067,0.890603068
444,135001,0.889909633,0.943230597,0.911115662,0.954627559,0.889099057,0.952526395
445,95903,0.839013845,0.895397824,0.845905785,0.887290065,0.829536511,0.896604253
446,143901,0.894422302,0.90955503,0.880762882,0.904158397,0.870803435,0.907411195
447,161924,0.590592363,0.602363154,0.578230887,0.605578956,0.565785806,0.609580558
448,102904,0.837013802,0.889476311,0.846506326,0.889089637,0.834600502,0.900836288
449,97902,0.876950058,0.922888278,0.87404428,0.910563802,0.868462713,0.919364289
450,127903,0.837285222,0.867778147,0.850366075,0.892984755,0.831572565,0.886964443
451,123914,0.85738535,0.907219976,0.869775627,0.919218904,0.841028176,0.913434229
452,219901,0.884435355,0.915827267,0.900692138,0.921154914,0.877526804,0.929609168
453,146904,0.841110117,0.895843598,0.844718097,0.883016527,0.84263995,0.903944583
454,100905,0.870089002,0.912366352,0.88200728,0.91332931,0.865509261,0.915584739
455,15904,0.827476691,0.879884801,0.853024949,0.884357088,0.803939403,0.874427707
456,102905,0.880447083,0.93213688,0.898311508,0.925634127,0.877499957,0.93671514
457,31903,0.845859446,0.897751202,0.87223573,0.904343909,0.812995178,0.885875279
458,230905,0.884549633,0.928826224,0.880166872,0.908656079,0.871364293,0.918460162
459,101858,0.86785892,0.910016405,0.885248953,0.919851092,0.827915612,0.898712389
460,101862,0.909188186,0.940597482,0.92161627,0.94949398,0.863147601,0.923720387
461,71806,0.864700439,0.908689568,0.884970757,0.907227788,0.818566299,0.88759483
462,15828,0.83716982,0.883902799,0.860960591,0.893319485,0.800111434,0.871518979
463,101846,0.861066986,0.906076316,0.877024881,0.905367765,0.820385606,0.890033065
464,227816,0.865467841,0.903442998,0.875366872,0.902164578,0.823009967,0.885640117
465,86902,0.883969919,0.919457096,0.902386085,0.922217565,0.88549101,0.936164639
466,244901,0.854679282,0.908615715,0.845960541,0.890141766,0.832790592,0.893301742
467,35902,0.883434974,0.934652504,0.866877631,0.904626227,0.88194575,0.933766611
468,103902,0.905485197,0.933891736,0.889810424,0.912552178,0.89057378,0.918359725
469,225907,0.862226999,0.908335731,0.858678065,0.901354581,0.857300961,0.906093912
470,104901,0.858082774,0.907055046,0.853641571,0.892029499,0.821979954,0.892961182
471,250902,0.867238583,0.907924391,0.882114359,0.913268328,0.855257006,0.91034636
472,127904,0.846359025,0.893498734,0.858335033,0.892473751,0.826684063,0.883017478
473,105906,0.857085997,0.911661893,0.86870093,0.905784333,0.836013125,0.90336737
474,198905,0.805409111,0.856273629,0.823492129,0.849237232,0.780163248,0.842235208
475,65902,0.881074043,0.928183259,0.896474923,0.912266298,0.863061669,0.923667805
476,202903,0.86550425,0.914388283,0.850149123,0.891974067,0.841834878,0.908375167
477,237902,0.805463725,0.849429632,0.817025743,0.848241689,0.796921012,0.843720937
478,201902,0.825940615,0.872122577,0.873044988,0.903900114,0.825006397,0.885444178
479,39902,0.859038026,0.906492271,0.896168338,0.921331109,0.860648447,0.917679023
481,59901,0.845251977,0.88314306,0.856604862,0.890278388,0.848041484,0.899916431
482,15815,0.84677619,0.887423773,0.839597555,0.870426724,0.814166033,0.878368725
483,208901,0.820630097,0.884654611,0.83539091,0.864987996,0.809552083,0.892131922
484,97903,0.861829654,0.91673943,0.882636031,0.92369649,0.850815183,0.929647828
485,108905,0.871502767,0.913978892,0.89547151,0.915464761,0.816734455,0.889510333
486,84903,0.872293045,0.925203989,0.898573784,0.927587574,0.850122184,0.91440328
487,220819,0.843377813,0.909423231,0.84136583,0.902492921,0.819408485,0.904418909
488,177905,0.913999713,0.928101944,0.924464873,0.953507862,0.912375644,0.949417633
489,57911,0.928358406,0.967082392,0.94421368,0.975223833,0.918997065,0.974904019
490,188903,0.865580807,0.910567995,0.871917708,0.911369041,0.843416658,0.903991575
491,109904,0.854425924,0.900535075,0.859628178,0.887886292,0.857063201,0.901190047
492,84908,0.824552381,0.872809929,0.828487499,0.87573627,0.811468447,0.869151222
493,14905,0.891266042,0.927877928,0.901551823,0.930219304,0.868131835,0.928878388
494,5902,0.890235877,0.923001105,0.887027999,0.92610525,0.874855737,0.931572527
495,163904,0.833749381,0.888831189,0.854322591,0.891457985,0.835373642,0.895402153
496,74907,0.889776775,0.921013655,0.865438742,0.892861277,0.870625437,0.919696108
497,19902,0.874119367,0.924330236,0.871513288,0.911760909,0.848552176,0.922366081
498,108802,0.839450875,0.901446323,0.869070021,0.908552981,0.676748767,0.750747893
499,101828,0.940835418,0.954711701,0.947656002,0.944947437,0.894707202,0.944642577
501,101912,0.853728543,0.899623098,0.866080418,0.896027029,0.818311286,0.888242264
502,91905,0.868054565,0.912145752,0.871935651,0.913152566,0.858229981,0.921363175
503,19913,0.598442607,0.606224175,0.700046347,0.738517181,0.863999865,0.910672195
504,109905,0.85218567,0.910697619,0.850515716,0.899013064,0.829965477,0.912048745
505,72908,0.879082018,0.930848289,0.738203013,0.929975158,0.843897094,0.938968637
506,3902,0.8934963,0.919417335,0.904766945,0.920217751,0.888486817,0.92910369
507,101925,0.851349955,0.89629597,0.85312701,0.901255443,0.828614383,0.890883361
508,34903,0.863838179,0.916465434,0.862718162,0.905637576,0.849060784,0.909354307
509,146905,0.825758928,0.86126677,0.832592264,0.877533164,0.795141417,0.877119116
510,101913,0.849331561,0.905859782,0.870049194,0.912929717,0.84157262,0.909253498
511,133902,0.890943163,0.934775107,0.891015306,0.927644778,0.884348936,0.945403432
512,3904,0.864690056,0.899532876,0.880630079,0.902210673,0.857868983,0.904481775
513,236902,0.828933542,0.893987737,0.836327987,0.8857048,0.820940362,0.885677382
514,220916,0.889102355,0.927115869,0.893830341,0.919801225,0.859942409,0.917958758
515,246906,0.846447915,0.906638858,0.863249346,0.90573393,0.826731768,0.899657442
516,152910,0.909464736,0.935765028,0.898252633,0.923023142,0.890649404,0.926276942
517,43801,0.925188249,0.962004364,0.932817706,0.96329958,0.89772136,0.961543742
518,120905,0.911057028,0.952204931,0.89549998,0.929185602,0.882945162,0.939593591
519,205903,0.874203333,0.914669201,0.870646482,0.903134866,0.850272796,0.901696831
520,133904,0.879047423,0.908501801,0.870095919,0.898535988,0.874957332,0.914755583
521,15808,0.813439184,0.893811279,0.810325093,0.881121468,0.802573991,0.887572066
522,57830,0.814184082,0.860741129,0.843809924,0.882462184,0.794568342,0.861116387
523,57848,0.826439309,0.884562853,0.850333439,0.895113574,0.806120821,0.875696422
524,93903,0.892359871,0.935056741,0.887996213,0.914142651,0.876894058,0.923220319
525,243903,0.885029149,0.92135249,0.887825324,0.916404422,0.876821024,0.916543923
526,208903,0.912522002,0.947334588,0.911755818,0.932760063,0.90184782,0.958835538
527,186903,0.835101719,0.885386059,0.860571987,0.901457794,0.823545796,0.876551447
528,18906,0.883443557,0.921578217,0.855061788,0.886123828,0.836914825,0.89410957
529,118902,0.891821254,0.935361786,0.878101131,0.928400695,0.869764926,0.950615648
530,57912,0.829588837,0.871570459,0.860738688,0.883446181,0.803224565,0.865419885
531,70907,0.839374961,0.884585153,0.855114314,0.899162522,0.827899062,0.890895301
532,109907,0.819281101,0.878715769,0.838095545,0.887201975,0.821348376,0.886842542
533,119902,0.846942191,0.894918429,0.867294684,0.896820334,0.849542461,0.90077036
534,37904,0.837471733,0.889466798,0.847174702,0.890815206,0.830582266,0.895328889
535,246907,0.821137252,0.875154785,0.846949763,0.879045487,0.804973109,0.870662607
536,121904,0.815209354,0.856124558,0.83710934,0.877852147,0.807475126,0.864678314
537,132902,0.892103227,0.944439344,0.889890104,0.935257567,0.86093008,0.940804608
538,57819,0.848094375,0.892261163,0.845773018,0.892244312,0.808656405,0.894832358
539,155901,0.827596783,0.879214135,0.828304004,0.884715483,0.811890661,0.880004912
540,124901,0.865280788,0.893134164,0.859125251,0.875536427,0.822009155,0.881020462
541,221911,0.892821713,0.630196495,0.900596144,0.945035031,0.879683863,0.950846531
542,210902,0.881736655,0.917663001,0.881026917,0.917389385,0.864198288,0.905119475
543,16901,0.862915767,0.913687197,0.887421091,0.920097058,0.854121104,0.916900448
544,50909,0.823220385,0.881349451,0.843318913,0.896433811,0.818305645,0.88571769
545,126905,0.881009319,0.92120037,0.886326596,0.915372879,0.867315375,0.921793172
546,7902,0.869067138,0.916314507,0.871628791,0.901840689,0.853361114,0.908992708
547,15822,0.82329859,0.870865985,0.833784646,0.879363372,0.796137769,0.864377572
548,15916,0.836197828,0.892494901,0.855836283,0.893263026,0.809406827,0.883423453
549,134901,0.860057337,0.894356527,0.85247189,0.893615543,0.832828903,0.887323616
550,102901,0.845226951,0.879355384,0.85441953,0.885811761,0.824258001,0.881588639
551,128901,0.838453534,0.887118646,0.859879856,0.890327023,0.81501183,0.88419549
553,101914,0.897468954,0.940244505,0.906616361,0.943958002,0.88507714,0.946644306
554,129903,0.860985702,0.903099606,0.86822293,0.894440012,0.842947924,0.898487244
555,126906,0.85864217,0.908375547,0.855106476,0.891606372,0.842170102,0.902013275
556,220907,0.880417292,0.923332789,0.896974308,0.935732635,0.864640114,0.922144631
557,242905,0.853200062,0.889707124,0.708879418,0.902189927,0.830318619,0.894107941
558,129904,0.84393053,0.883466675,0.859372836,0.880728548,0.832657419,0.876663467
559,131001,0.592649238,0.61213525,0.598443472,0.607436819,0.582951888,0.621719581
560,128902,0.845449116,0.89111982,0.855882833,0.892715438,0.809700108,0.880944997
561,113906,0.87823304,0.920792524,0.859827271,0.892618878,0.844072147,0.906883274
562,220914,0.844450999,0.900719488,0.872833335,0.916110729,0.821736949,0.894077413
563,175907,0.849189273,0.887661044,0.857570231,0.880301141,0.839917995,0.893133193
564,248901,0.841703228,0.874506706,0.81707473,0.85901239,0.831285199,0.874067844
565,133903,0.871179214,0.91890411,0.88212172,0.916915467,0.860520275,0.922895198
566,105803,0.64298417,0.679997632,0.745240555,0.788765929,0.762508213,0.823266562
567,92902,0.850923948,0.901208361,0.851728916,0.886687472,0.834596866,0.895919916
568,14906,0.842131885,0.890587079,0.869452809,0.895185883,0.8330102,0.894455686
569,137901,0.831032375,0.868542865,0.839254439,0.868623302,0.795718882,0.858205829
570,227820,0.848145897,0.891327729,0.858550087,0.901472475,0.669832963,0.880747793
571,121905,0.869265116,0.89209756,0.87767488,0.905178689,0.863443274,0.90326064
572,101915,0.868145898,0.917870915,0.879013269,0.916914041,0.851456411,0.916233639
573,58905,0.934048564,0.954452427,0.964476048,0.960022494,0.935958715,0.96104198
574,232901,0.752439161,0.94418049,0.756705499,0.947817131,0.73888243,0.940539094
575,138902,0.889208538,0.901958889,0.884679968,0.902448407,0.882383685,0.901643021
576,18907,0.81484731,0.888266214,0.832892992,0.876749138,0.803706705,0.879063853
577,100903,0.855890285,0.898869358,0.865134399,0.897435566,0.832860638,0.89511926
578,219905,0.84026134,0.88614028,0.856547001,0.891377388,0.834732011,0.89648557
579,61905,0.860053826,0.911416428,0.866647045,0.902072414,0.856679506,0.91576789
580,57839,0.844367937,0.891953356,0.860224562,0.890694324,0.820867324,0.883101679
581,71807,0.463747983,0.461682124,0.409679971,0.438206041,0.276500528,0.291587452
582,31905,0.844457525,0.896392329,0.868792269,0.897783228,0.814081075,0.881688477
583,125906,0.573783493,0.619127824,0.601142508,0.609899377,0.551645504,0.599126802
584,75902,0.84701436,0.904757407,0.873247028,0.903859962,0.839414251,0.904423767
585,108912,0.855806826,0.897483721,0.872500028,0.897715969,0.797041961,0.875648106
586,101916,0.866683083,0.911302818,0.877189626,0.915158438,0.85642394,0.914573896
587,254902,0.842665651,0.89998787,0.851084867,0.896661243,0.800407926,0.876873663
588,161906,0.840266306,0.895972097,0.860260209,0.893725248,0.823979976,0.888664203
589,247903,0.880431252,0.922029292,0.9127471,0.927351466,0.887149865,0.923797066
590,108914,0.826737594,0.878520301,0.840266701,0.882600539,0.791666403,0.858955203
